Order_Id,Order_Item_Id,split_partition,ao2_split_partition,ao1_predicted_late_delivery_probability,ao2_predicted_order_profit,ao3_predicted_margin,ao3_priority_segment,ao3_kmeans_cluster
64837,162063,test,test,0.33121476,3.3136802,0.10105764193331877,preserve_service,0
66879,167191,test,test,0.33654848,8.701408,0.125056167826641,preserve_service,0
68343,170848,test,test,0.92645895,29.807116,0.11922846221923829,protect_high_value_at_risk,1
59235,148255,test,test,0.3343398,12.9641695,0.13297948288885417,preserve_service,0
58762,147090,test,test,0.99941707,27.268656,0.09620269748916786,protect_high_value_at_risk,1
64347,160853,test,test,0.73061645,32.403774,0.1200228644389329,protect_high_value_at_risk,1
61011,152629,test,test,0.75275064,23.262459,0.12311436455635914,protect_high_value_at_risk,1
65057,162607,test,test,0.29850075,27.461842,0.11164258095501688,preserve_service,0
64725,161796,test,test,0.34036773,16.189766,0.1383858981176696,preserve_service,0
58360,146047,test,test,0.7626029,25.418684,0.11558675630060618,protect_high_value_at_risk,1
60829,152207,test,test,0.3458419,18.179628,0.11086491553184243,preserve_service,0
59569,149096,test,test,0.32551935,21.32897,0.1099488084474761,preserve_service,0
73506,176821,test,test,0.32798168,5.4143715,0.14415259033518282,preserve_service,0
75845,179160,test,test,0.2932454,28.395601,0.09626279820222465,preserve_service,0
68359,170904,test,test,0.3474808,13.922506,0.12893596864248164,preserve_service,0
68479,171234,test,test,0.7442258,10.584303,0.10628944273661377,protect_high_value_at_risk,1
73939,177254,test,test,0.9993766,15.153817,0.08562929916971061,protect_high_value_at_risk,1
68672,171687,test,test,0.32798168,21.404432,0.11892011579916825,preserve_service,0
64115,160306,test,test,0.9385731,16.991583,0.04060600400308316,protect_high_value_at_risk,1
59593,149157,test,test,0.72989047,11.747562,0.20722460208758106,protect_high_value_at_risk,1
69069,172384,test,test,0.32921022,3.546753,0.1296801784427434,preserve_service,0
71945,175260,test,test,0.32798168,37.392586,0.07390569197103486,preserve_service,0
68655,171650,test,test,0.33137488,19.739302,0.11612036615598884,preserve_service,0
60584,151640,test,test,0.36744165,15.369183,0.13137176564279535,protect_high_value_at_risk,0
64963,162399,test,test,0.3208224,8.291817,0.18853607999436967,preserve_service,0
73610,176925,test,test,0.3343398,5.022662,0.14358668464352878,preserve_service,0
67861,169667,test,test,0.3390331,16.306965,0.13205089603671924,preserve_service,0
64640,161565,test,test,0.75956535,44.001457,0.12644823214962042,protect_high_value_at_risk,1
58816,147218,test,test,0.9994336,28.763062,0.12785855559559556,protect_high_value_at_risk,1
68042,170103,test,test,0.99937844,34.727875,0.10335984930737789,protect_high_value_at_risk,1
75771,179086,test,test,0.051016822,27.76856,0.09738570171745338,preserve_service,0
76071,179386,test,test,0.32864788,6.381136,0.5848887285320868,preserve_service,2
63982,159970,test,test,0.9382546,15.148885,0.1324318983539954,protect_high_value_at_risk,1
59263,148336,test,test,0.32864788,16.182913,0.1283441454628553,preserve_service,0
60504,151432,test,test,0.33121476,13.80578,0.12643813634320977,preserve_service,0
60656,151828,test,test,0.32346776,21.511436,0.1313515045343523,preserve_service,0
62949,157414,test,test,0.9994154,32.618416,0.11949012571663913,protect_high_value_at_risk,1
65200,162948,test,test,0.3355803,27.805765,0.11234652586657591,preserve_service,0
76714,180029,test,test,0.33958662,3.4927473,0.10336629806826685,preserve_service,0
76531,179846,test,test,0.32864788,1.6813754,0.0515759344552739,preserve_service,0
73112,176427,test,test,0.3318843,28.95773,0.0892462453616794,preserve_service,0
67629,169086,test,test,0.32798168,9.764599,0.1291955359884588,preserve_service,0
62753,156890,test,test,0.9993826,17.783787,0.12551193783931816,protect_high_value_at_risk,1
74479,177794,test,test,0.32798168,28.146564,0.07961577399140528,preserve_service,0
58652,146804,test,test,0.32798168,39.546665,0.11912363359627214,preserve_service,0
64387,160956,test,test,0.7118135,14.9502735,0.13069563416567292,protect_high_value_at_risk,1
75527,178842,test,test,0.9369884,13.986591,0.18413100985402656,protect_high_value_at_risk,1
69193,172508,test,test,0.32798168,8.391109,0.1775520474997921,preserve_service,0
65855,164575,test,test,0.33137488,45.664463,0.11138760852280116,preserve_service,0
65534,163794,test,test,0.99941707,33.524513,0.11288474645732607,protect_high_value_at_risk,1
62588,156446,test,test,0.33885053,43.608772,0.12531976234069386,preserve_service,0
58111,145407,test,test,0.32798168,26.763897,0.1225677636407676,preserve_service,0
69464,172779,test,test,0.99941707,37.73071,0.08832508479025435,protect_high_value_at_risk,1
59756,149544,test,test,0.32864788,17.899712,0.12435536550252774,preserve_service,0
68658,171656,test,test,0.33137488,32.59341,0.10974950934304922,preserve_service,0
60638,151773,test,test,0.3318843,10.055826,0.12115453237510589,preserve_service,0
67267,168121,test,test,0.7608788,23.661116,0.11333580092455027,protect_high_value_at_risk,1
75040,178355,test,test,0.32864788,16.452488,0.10109676409932677,preserve_service,0
61438,153656,test,test,0.33366778,16.660236,0.1262617411902537,preserve_service,0
70854,174169,test,test,0.9993826,18.645674,0.07928256795047964,protect_high_value_at_risk,1
69797,173112,test,test,0.3355803,30.932793,0.08345102529293032,preserve_service,0
66451,166118,test,test,0.33137488,14.826625,0.07848097084250498,preserve_service,0
67565,168918,test,test,0.7566114,17.401373,0.12085965709989183,protect_high_value_at_risk,1
62396,155973,test,test,0.9334132,-5.7776246,-0.05471753773596999,expedite_selectively,1
65361,163365,test,test,0.9993766,11.374121,0.13073701968138246,protect_high_value_at_risk,1
59108,147936,test,test,0.73855644,12.866355,0.13128933614614058,protect_high_value_at_risk,1
67900,169772,test,test,0.32864788,28.394955,0.13148246805178712,preserve_service,0
74544,177859,test,test,0.32864788,29.252853,0.020314481523301866,preserve_service,0
73542,176857,test,test,0.33366778,5.3441467,0.14228292155452668,preserve_service,0
62508,156218,test,test,0.33851397,11.287299,0.11288428240585388,preserve_service,0
64213,160544,test,test,0.99937844,11.669892,0.14591012529180009,protect_high_value_at_risk,1
71631,174946,test,test,0.9368098,14.177714,0.10147233199307583,protect_high_value_at_risk,1
73747,177062,test,test,0.75745946,18.011133,0.09272617732689328,protect_high_value_at_risk,1
71407,174722,test,test,0.051163282,16.428228,0.10198167953087164,preserve_service,0
59870,149836,test,test,0.3343398,28.480827,0.11868000600827984,preserve_service,0
70844,174159,test,test,0.32987773,37.47015,0.026020937495761447,preserve_service,0
61788,154454,test,test,0.99941707,10.558765,0.1288125564746326,protect_high_value_at_risk,1
63323,158320,test,test,0.75580543,22.4199,0.12457576676487257,protect_high_value_at_risk,1
69229,172544,test,test,0.33490703,7.9117346,0.16740869365722086,preserve_service,0
57803,144623,test,test,0.7259724,27.480785,0.12585082109526724,protect_high_value_at_risk,1
58440,146279,test,test,0.29861364,10.393864,0.09190789652522534,preserve_service,0
59733,149473,test,test,0.3343398,9.790467,0.20194858405867191,preserve_service,0
72785,176100,test,test,0.052315447,17.122217,0.07728375959722443,preserve_service,0
74787,178102,test,test,0.3407444,32.241863,0.08520351717840281,preserve_service,0
75652,178967,test,test,0.32864788,11.604772,0.1562511396132831,preserve_service,0
61926,154803,test,test,0.8150575,48.46693,0.102586367103081,protect_high_value_at_risk,1
60036,150271,test,test,0.32798168,19.560265,0.1150671448587155,preserve_service,0
61325,153424,test,test,0.32864788,45.11841,0.12818457524033944,preserve_service,0
66277,165678,test,test,0.32921022,18.242582,0.116372690490028,preserve_service,0
59313,148483,test,test,0.9369884,44.980145,0.12779175832440218,protect_high_value_at_risk,1
58675,146861,test,test,0.75684094,25.510357,0.12655829726249246,protect_high_value_at_risk,1
57976,145054,test,test,0.99937844,9.409739,0.1188398396540675,protect_high_value_at_risk,1
58249,145751,test,test,0.32864788,9.866317,0.12339065668920116,preserve_service,0
58339,146002,test,test,0.33760408,12.8814745,0.12387224497611113,preserve_service,0
59809,149702,test,test,0.99937844,30.596691,0.10793625781235505,protect_high_value_at_risk,1
71406,174721,test,test,0.32864788,16.407537,0.10290083273326893,preserve_service,0
66881,167193,test,test,0.38855746,21.51512,0.11567890164190733,protect_high_value_at_risk,0
66258,165633,test,test,0.9993766,32.792023,0.11041828234385151,protect_high_value_at_risk,1
59032,147766,test,test,0.44110498,46.90238,0.11726181460846216,protect_high_value_at_risk,0
74522,177837,test,test,0.33366778,37.32236,0.027342389005444424,preserve_service,0
68363,170920,test,test,0.3370903,29.097364,0.09797422602042692,preserve_service,0
65091,162675,test,test,0.9993787,19.63049,0.11548025598108022,protect_high_value_at_risk,1
63743,159332,test,test,0.32987773,28.480827,0.11868000600827984,preserve_service,0
64721,161781,test,test,0.33760408,12.982191,0.12296070150110026,preserve_service,0
65534,163795,test,test,0.99941707,38.58507,0.12862976767465073,protect_high_value_at_risk,1
66479,166176,test,test,0.32864788,20.807322,0.09146477227748766,preserve_service,0
62603,156501,test,test,0.7618106,11.171319,0.058183953166007996,protect_high_value_at_risk,1
66663,166632,test,test,0.71597165,18.190205,0.10958614384985564,protect_high_value_at_risk,1
68456,171163,test,test,0.32987773,15.482927,0.12153958234799785,preserve_service,0
65366,163374,test,test,0.32921022,13.240819,0.1401738207316946,preserve_service,0
63066,157672,test,test,0.3343398,24.631046,0.11870383756706514,preserve_service,0
68250,170630,test,test,0.31330436,25.06839,0.11142001546632313,preserve_service,0
64424,161044,test,test,0.73171103,10.248568,0.12502827166819894,protect_high_value_at_risk,1
62311,155779,test,test,0.3355803,24.399559,0.0956395401757206,preserve_service,0
60571,151604,test,test,0.33121476,44.82386,0.11858791169900525,preserve_service,0
66541,166316,test,test,0.32987773,5.8108506,0.15499734222123876,preserve_service,0
69002,172317,test,test,0.33312026,4.1163335,0.13939496743877855,preserve_service,0
58367,146066,test,test,0.75872236,13.240819,0.13655960295988853,protect_high_value_at_risk,1
67951,169876,test,test,0.9994209,7.3804507,0.17365766413071576,protect_high_value_at_risk,1
75731,179046,test,test,0.32864788,24.20145,0.09004855434374372,preserve_service,0
68180,170467,test,test,0.73701763,20.88168,0.11839700694595136,protect_high_value_at_risk,1
62921,157342,test,test,0.32921022,10.197022,0.13652459639750034,preserve_service,0
58390,146137,test,test,0.99938154,21.20775,0.12054653100906182,protect_high_value_at_risk,1
63581,158932,test,test,0.32864788,14.622294,0.13391605554140326,preserve_service,0
61322,153418,test,test,0.32864788,21.218588,0.11659205030007107,preserve_service,0
67103,167747,test,test,0.75790626,40.55986,0.10563564206530666,protect_high_value_at_risk,1
68246,170622,test,test,0.32798168,21.399195,0.11322924014311025,preserve_service,0
57769,144536,test,test,0.32864788,8.859778,0.1273322531074708,preserve_service,0
71661,174976,test,test,0.33079425,18.489017,0.1124772900318381,preserve_service,0
67394,168453,test,test,0.3407444,14.074402,0.1320424274699853,preserve_service,0
66690,166698,test,test,0.43952218,15.388343,0.12729210798028046,protect_high_value_at_risk,0
59605,149174,test,test,0.32798168,18.223427,0.11112522841428685,preserve_service,0
67487,168704,test,test,0.3208224,24.274876,0.11841402751643483,preserve_service,0
67289,168164,test,test,0.32921022,38.123558,0.11914356126587418,preserve_service,0
67144,167833,test,test,0.33135846,6.905487,0.1685087149355999,preserve_service,0
64748,161841,test,test,0.33121476,16.066324,0.12741949960711346,preserve_service,0
71760,175075,test,test,0.3343398,37.29084,0.07956736954087744,preserve_service,0
64652,161605,test,test,0.33885053,31.02806,0.10664395810974274,preserve_service,0
66049,165081,test,test,0.32431674,21.836077,0.11256289559953746,preserve_service,0
58439,146276,test,test,0.29677588,24.06754,0.12537135523593407,preserve_service,0
70512,173827,test,test,0.32921022,34.290634,0.02689461502374387,preserve_service,0
64601,161470,test,test,0.99938154,10.173748,0.13113879577691964,protect_high_value_at_risk,1
68582,171463,test,test,0.72916365,44.330235,0.12739304881390986,protect_high_value_at_risk,1
66945,167341,test,test,0.3318843,23.55673,0.1294823900159797,preserve_service,0
58592,146637,test,test,0.32798168,11.151107,0.11065899782328285,preserve_service,0
72627,175942,test,test,0.99937844,19.685492,0.08299460922763433,protect_high_value_at_risk,1
63166,157911,test,test,0.30996525,18.209421,0.12240805210460608,preserve_service,0
74927,178242,test,test,0.7224823,36.57425,0.08005395333430187,protect_high_value_at_risk,1
68153,170396,test,test,0.7326152,15.586954,0.12688826592565836,protect_high_value_at_risk,1
67096,167724,test,test,0.99937844,9.064525,0.11330655813217164,protect_high_value_at_risk,1
71973,175288,test,test,0.33366778,34.22187,0.07649567650310056,preserve_service,0
73114,176429,test,test,0.3318843,24.789902,0.10084985141140751,preserve_service,0
70876,174191,test,test,0.3355803,19.26935,0.07855742418449438,preserve_service,0
64705,161741,test,test,0.7605809,18.007025,0.1210474955013167,protect_high_value_at_risk,1
67345,168319,test,test,0.051163282,18.93462,0.1932301287588216,preserve_service,0
61548,153903,test,test,0.74018306,9.59646,0.13185573651100888,protect_high_value_at_risk,1
67406,168483,test,test,0.3246878,28.914982,0.120499170839709,preserve_service,0
61497,153792,test,test,0.7375379,14.502202,0.11790408157720798,protect_high_value_at_risk,1
58969,147615,test,test,0.3343398,18.119484,0.12080460886278124,preserve_service,0
67773,169445,test,test,0.9993826,15.379542,0.12324338680863847,protect_high_value_at_risk,1
63603,158981,test,test,0.32987773,29.648684,0.10295754218989679,preserve_service,0
62062,155180,test,test,0.33366778,20.926182,0.1260613361036921,preserve_service,0
61664,154164,test,test,0.32987773,31.491846,0.11537587351899274,preserve_service,0
63021,157579,test,test,0.78971153,44.753635,0.1153503637755558,protect_high_value_at_risk,1
64695,161708,test,test,0.33312026,26.352194,0.11978269923817028,preserve_service,0
61475,153737,test,test,0.74018306,13.324516,0.22211228410131825,protect_high_value_at_risk,1
73339,176654,test,test,0.3343398,6.294997,0.5625556256965468,preserve_service,2
70940,174255,test,test,0.7152453,18.949606,0.0861306595858874,protect_high_value_at_risk,1
59552,149054,test,test,0.32798168,44.546223,0.11975434531283881,preserve_service,0
58807,147189,test,test,0.32864788,21.541924,0.11338450918119068,preserve_service,0
62950,157421,test,test,0.9994154,26.196705,0.10916203572755524,protect_high_value_at_risk,1
58592,146635,test,test,0.32798168,15.6307125,0.12269968272843303,preserve_service,0
74683,177998,test,test,0.32864788,18.941988,0.08322856144504893,preserve_service,0
67301,168203,test,test,0.32798168,11.619883,0.11531093555299539,preserve_service,0
67474,168674,test,test,0.3409935,16.916958,0.12815877163048947,preserve_service,0
60606,151693,test,test,0.99941826,17.102732,0.13289868199358984,protect_high_value_at_risk,1
66696,166710,test,test,0.33366778,21.427551,0.12175436445185661,preserve_service,0
65048,162585,test,test,0.3355803,33.455997,0.11801889434469162,preserve_service,0
63606,158989,test,test,0.33330128,28.608477,0.11676929240324059,preserve_service,0
58243,145733,test,test,0.32864788,21.578926,0.11418025005785706,preserve_service,0
68408,171037,test,test,0.99941707,9.116322,0.18796539306640625,protect_high_value_at_risk,1
60847,152255,test,test,0.99937844,15.854782,0.19820955780298338,protect_high_value_at_risk,1
65618,163994,test,test,0.9994055,13.697484,0.1285062810009541,protect_high_value_at_risk,1
63876,159664,test,test,0.32798168,31.263618,0.10528242864048712,preserve_service,0
60497,151409,test,test,0.99937963,8.57136,0.17680197433433006,protect_high_value_at_risk,1
60923,152433,test,test,0.78050506,15.444633,0.12248896013499529,protect_high_value_at_risk,1
74193,177508,test,test,0.32864788,8.966707,0.17854852671814128,preserve_service,0
62458,156098,test,test,0.33366778,37.53972,0.11307824984658395,preserve_service,0
63445,158603,test,test,0.32798168,15.824949,0.14987167174023633,preserve_service,0
60774,152086,test,test,0.341042,45.575424,0.11869217899036921,preserve_service,0
58885,147400,test,test,0.7518207,16.15723,0.12385765244274426,protect_high_value_at_risk,1
68498,171286,test,test,0.9373163,43.483242,0.10981170975045028,protect_high_value_at_risk,1
67585,168968,test,test,0.34966096,31.160233,0.10935332939054113,preserve_service,0
63780,159422,test,test,0.33137488,32.47087,0.12027138917214018,preserve_service,0
73294,176609,test,test,0.756883,4.6628857,0.4753196193944256,protect_high_value_at_risk,2
74112,177427,test,test,0.99941707,9.951081,0.17363603277017234,protect_high_value_at_risk,1
67216,167990,test,test,0.7468454,21.597252,0.12632187951397078,protect_high_value_at_risk,1
63495,158731,test,test,0.7430562,11.21793,0.12667039463825264,protect_high_value_at_risk,1
59558,149065,test,test,0.2906399,42.889156,0.11287213827032795,preserve_service,0
70387,173702,test,test,0.9993826,27.298828,0.08786799525697297,protect_high_value_at_risk,1
63677,159182,test,test,0.3370903,41.258114,0.12279931100152261,preserve_service,0
65732,164278,test,test,0.7410687,14.791618,0.13079510859589594,protect_high_value_at_risk,1
62706,156774,test,test,0.7652553,17.021152,0.13094200920191432,protect_high_value_at_risk,1
61866,154647,test,test,0.74093366,11.398976,0.2159305953273844,protect_high_value_at_risk,1
68655,171651,test,test,0.33137488,13.213011,0.22025354922383572,preserve_service,0
59880,149867,test,test,0.32864788,11.0319605,0.11213621463448173,preserve_service,0
67555,168893,test,test,0.99937844,22.490126,0.124965969362498,protect_high_value_at_risk,1
61522,153848,test,test,0.74018306,21.346474,0.124855083020539,protect_high_value_at_risk,1
65803,164458,test,test,0.33490703,19.771196,0.112349112674495,preserve_service,0
61058,152749,test,test,0.32798168,19.152975,0.09873176214945496,preserve_service,0
74312,177627,test,test,0.33958662,3.3777952,0.33246016430023734,preserve_service,2
73237,176552,test,test,0.32864788,3.6626608,0.38717344846309415,preserve_service,2
68233,170587,test,test,0.73684025,15.657179,0.12417463191553904,protect_high_value_at_risk,1
65531,163789,test,test,0.3355803,48.122437,0.10694825636167143,preserve_service,0
67471,168665,test,test,0.3355803,15.340357,0.1296843072961903,preserve_service,0
60719,151970,test,test,0.99937844,15.470657,0.14889949109993816,protect_high_value_at_risk,1
58174,145568,test,test,0.051016822,44.707943,0.11828123620708209,preserve_service,0
66364,165895,test,test,0.33490703,18.235897,0.10986141610923066,preserve_service,0
71403,174718,test,test,0.32987773,16.332298,0.1051390412503093,preserve_service,0
59867,149830,test,test,0.3343398,15.165692,0.1264018328024713,preserve_service,0
65148,162813,test,test,0.7518207,19.692436,0.11584467075190323,protect_high_value_at_risk,1
69295,172610,test,test,0.3343398,4.5008636,0.4069496728006007,preserve_service,2
66998,167474,test,test,0.24362624,33.097794,0.11493087129266609,preserve_service,0
60673,151869,test,test,0.33760408,19.053644,0.12705817103899777,preserve_service,0
64633,161553,test,test,0.99938154,14.659446,0.1296263705212826,protect_high_value_at_risk,1
67246,168072,test,test,0.29786858,21.738121,0.11944678485497845,preserve_service,0
74641,177956,test,test,0.29922995,16.422857,0.07919973590386795,preserve_service,0
68013,170036,test,test,0.3343398,11.128038,0.10913051167417336,preserve_service,0
60974,152542,test,test,0.32798168,32.75373,0.11998582113737911,preserve_service,0
65004,162487,test,test,0.7591454,6.052189,0.14583587646484375,protect_high_value_at_risk,1
63068,157683,test,test,0.3343398,15.980516,0.12805927012150395,preserve_service,0
65061,162618,test,test,0.3343398,36.21806,0.09428839946320962,preserve_service,0
60332,150982,test,test,0.3343398,26.224783,0.11104667400428901,preserve_service,0
63792,159451,test,test,0.32921022,20.936493,0.12462198166620164,preserve_service,0
64393,160970,test,test,0.33490703,32.346348,0.10783912816536265,preserve_service,0
63547,158848,test,test,0.32192332,29.580574,0.12025601493107324,preserve_service,0
65666,164103,test,test,0.3355803,17.872984,0.11964776640929886,preserve_service,0
76038,179353,test,test,0.74834263,6.381136,0.570253456662932,protect_high_value_at_risk,2
73851,177166,test,test,0.32798168,16.61312,0.09163836802550211,preserve_service,0
73532,176847,test,test,0.32798168,2.6021159,0.08182754502235941,preserve_service,0
68567,171423,test,test,0.99941707,20.401463,0.11725651997253164,protect_high_value_at_risk,1
60601,151678,test,test,0.3033821,30.576311,0.1061861775168565,preserve_service,0
66317,165767,test,test,0.9993766,15.439407,0.13197202859880394,protect_high_value_at_risk,1
62754,156894,test,test,0.9993826,18.069666,0.12747559724030672,protect_high_value_at_risk,1
76057,179372,test,test,0.32864788,-4.516729,-0.3993570919797756,standard_process,0
59705,149403,test,test,0.3343398,15.980516,0.12673897139067344,preserve_service,0
58647,146793,test,test,0.32798168,18.041922,0.12028749219294206,preserve_service,0
67567,168925,test,test,0.051163282,17.797745,0.12059726611940293,preserve_service,0
74201,177516,test,test,0.32864788,1.8970864,0.19761315693975195,preserve_service,0
59966,150075,test,test,0.34651172,32.721798,0.11130620014540797,preserve_service,0
67630,169090,test,test,0.32798168,12.442609,0.1276295938705541,preserve_service,0
66555,166357,test,test,0.9384295,31.321295,0.11228282278076882,protect_high_value_at_risk,1
70159,173474,test,test,0.33524534,28.296562,0.083409173750403,preserve_service,0
63516,158777,test,test,0.32987773,31.491846,0.11289422730699104,preserve_service,0
74689,178004,test,test,0.32864788,15.958895,0.0650613362368022,preserve_service,0
66103,165218,test,test,0.99941707,18.122713,0.12723050255290685,protect_high_value_at_risk,1
75937,179252,test,test,0.33317864,28.625845,0.09391373373851677,preserve_service,0
59214,148220,test,test,0.33787748,15.897823,0.1315065217358272,preserve_service,0
65109,162713,test,test,0.75325894,8.31361,0.1732002099355062,protect_high_value_at_risk,1
76516,179831,test,test,0.7297045,4.0845327,0.12087992383907677,protect_high_value_at_risk,1
63543,158840,test,test,0.99941707,15.980516,0.13219055763942555,protect_high_value_at_risk,1
62797,157005,test,test,0.75790626,15.504259,0.12424279988523561,protect_high_value_at_risk,1
58032,145198,test,test,0.32798168,13.1731415,0.1715476145548689,preserve_service,0
59742,149496,test,test,0.32864788,12.946799,0.13486249248186746,preserve_service,0
63843,159589,test,test,0.3370903,31.02806,0.10664395810974274,preserve_service,0
59336,148548,test,test,0.32864788,9.313652,0.19211328644691275,preserve_service,0
